上位のページ,クリック数,表示回数,CTR,掲載順位
https://aim-universe.co.jp/lp/houses/170_0005_2_02/,7,41,17.07%,8.44
https://aim-universe.co.jp/lp/houses/184_0002_3_03/,7,37,18.92%,28.62
https://aim-universe.co.jp/search/id15896/,7,24,29.17%,5.71
https://aim-universe.co.jp/search/id16784/,7,23,30.43%,11.00
https://aim-universe.co.jp/andresortlife/2020/08/14/屋上テラスで夏インテリアを楽しむ！清涼感と色/,6,1417,0.42%,24.17
https://aim-universe.co.jp/andresortlife/2021/01/01/今夜は特別に-屋上テラスて_シャンハ_ンを/,6,877,0.68%,28.50
https://aim-universe.co.jp/andresortlife/2021/03/19/旬野菜を楽しむお外ごはん/,6,658,0.91%,24.34
https://aim-universe.co.jp/newsblog/11877/,6,491,1.22%,5.98
https://aim-universe.co.jp/event/id4477/,6,416,1.44%,32.59
https://aim-universe.co.jp/lp/houses/178_0061_2_05/concept.html,6,395,1.52%,21.26
https://aim-universe.co.jp/andresortlife/2021/02/11/憧れは屋上付きのマイホーム！失敗しないために/,6,384,1.56%,22.87
https://aim-universe.co.jp/andresortlife/2021/05/25/そろそろ種まきの準備はいかが？6月ごろに種まき/,6,370,1.62%,36.75
https://www.aim-universe.co.jp/lp/concept/funabashi_area.html?argument=VhD4FQ1G&dmai=itot_f_yamate_0818,6,183,3.28%,7.13
https://aim-universe.co.jp/lp/houses/273_0003_1_01/,6,183,3.28%,29.08
https://aim-universe.co.jp/search_cat/神奈川県/,6,138,4.35%,19.54
https://aim-universe.co.jp/lp/houses/155_0031_4_01/,6,134,4.48%,31.93
https://aim-universe.co.jp/lp/houses/179_0081_2_03/,6,126,4.76%,26.21
https://aim-universe.co.jp/lp/houses/904_2155_3_01/index.html,6,115,5.22%,30.82
https://aim-universe.co.jp/lp/houses/168_0074_1_02/,6,86,6.98%,30.63
https://aim-universe.co.jp/andresortlife/2021/06/17/屋上テラスでスポーツトイを楽しもう！/,6,83,7.23%,25.45
https://aim-universe.co.jp/search/id11555/,6,63,9.52%,19.62
https://aim-universe.co.jp/lp/houses/166_0003_3_02/index.html,6,60,10.00%,9.20
https://aim-universe.co.jp/lp/houses/273_0021_4_02/index.html,6,51,11.76%,44.71
https://aim-universe.co.jp/lp/houses/167_0042_4_05/,6,40,15.00%,9.05
https://aim-universe.co.jp/search/id14931/,6,38,15.79%,50.18
https://aim-universe.co.jp/newsblog/10564/,6,35,17.14%,26.20
https://aim-universe.co.jp/lp/houses/188_0001_1_04/,6,31,19.35%,27.32
https://aim-universe.co.jp/andresortlife/2021/01/29/「ウォールナット家具」でつくる大人の空間。特/,5,1425,0.35%,55.94
https://aim-universe.co.jp/andresortlife/2021/03/09/寒い季節だからできる美味しいスイーツを！屋上/,5,1350,0.37%,47.88
https://aim-universe.co.jp/andresortlife/2020/07/03/【夏のリゾートインテリア】のつくり方。「涼」/,5,1317,0.38%,26.43
https://aim-universe.co.jp/andresortlife/2021/02/22/寒さが厳しい時期に家事で屋上テラスを行き来す/,5,1216,0.41%,19.66
https://aim-universe.co.jp/newsblog/3861/,5,1043,0.48%,22.61
https://aim-universe.co.jp/wpuni/wp-content/themes/aim_universe/common/img/company/sponsoreship/message/msg6-web.pdf,5,606,0.83%,24.24
https://aim-universe.co.jp/andresortlife/2021/03/12/屋上テラスであったか鍋を楽しむ。「土鍋」の選/,5,604,0.83%,31.69
https://aim-universe.co.jp/wpuni/wp-content/themes/aim_universe/common/img/company/sponsoreship/message/msg9-web.pdf,5,586,0.85%,19.92
https://aim-universe.co.jp/andresortlife/2021/03/30/憧れの芝生を屋上で。屋上緑化で芝生のある家を/,5,406,1.23%,49.28
https://aim-universe.co.jp/andresortlife/2021/06/12/食事もリラックスもこの場所で。「ソファダイニ/,5,386,1.30%,36.18
https://aim-universe.co.jp/andresortlife/2021/04/17/シーズン到来！ガッツリお肉でアウトドア料理/,5,379,1.32%,33.60
https://aim-universe.co.jp/lp/houses/153_0041_1_01/concept.html,5,341,1.47%,34.52
https://aim-universe.co.jp/search_cat/tokyo/page/2/,5,248,2.02%,10.20
https://aim-universe.co.jp/event/id3460/,5,220,2.27%,16.15
https://aim-universe.co.jp/search/id15008/,5,188,2.66%,33.74
https://aim-universe.co.jp/andresortlife/2021/06/10/自宅の屋上はみんなのキッチン。子どもと一緒に/,5,179,2.79%,33.26
https://aim-universe.co.jp/newsblog/13977/,5,174,2.87%,36.68
https://aim-universe.co.jp/andresortlife/2021/03/21/屋上テラスでも楽しめる！「小さな植栽スペース/,5,173,2.89%,30.46
https://aim-universe.co.jp/search/page/2/,5,164,3.05%,20.15
https://aim-universe.co.jp/andresortlife/2021/05/13/アウトドアリビングでも簡単熱々！ホットプレー/,5,164,3.05%,33.57
https://aim-universe.co.jp/lp/houses/274_0813_3_01/,5,158,3.16%,12.32
https://aim-universe.co.jp/lp/houses/181_0014_4_06/concept.html,5,123,4.07%,17.46
https://aim-universe.co.jp/lp/houses/274_0060_1_01/concept.html,5,120,4.17%,13.23
https://aim-universe.co.jp/lp/houses/338_0816_1_01/,5,109,4.59%,10.79
https://aim-universe.co.jp/newsblog/14758/,5,109,4.59%,26.10
https://aim-universe.co.jp/lp/houses/201_0005_3_01/index.html,5,101,4.95%,14.76
https://aim-universe.co.jp/lp/houses/262_0045_2_01/,5,98,5.10%,13.66
https://aim-universe.co.jp/lp/houses/284_0012_889_02/index.html,5,96,5.21%,13.52
https://aim-universe.co.jp/lp/houses/131_0032_5_01/concept.html,5,95,5.26%,47.60
https://aim-universe.co.jp/lp/houses/333_0847_2_05/company.html,5,93,5.38%,8.27
https://aim-universe.co.jp/newsblog/350/,5,81,6.17%,39.74
https://aim-universe.co.jp/lp/houses/167_0042_4_05/concept.html,5,78,6.41%,15.85
https://aim-universe.co.jp/lp/houses/175_0045_2_02/concept.html,5,78,6.41%,30.97
https://aim-universe.co.jp/search/id12677/,5,73,6.85%,36.29
https://aim-universe.co.jp/lp/houses/146_0084_1_02/,5,69,7.25%,14.26
https://aim-universe.co.jp/search/id12664/,5,69,7.25%,25.45
https://aim-universe.co.jp/search/id15342/,5,61,8.20%,17.84
https://aim-universe.co.jp/gallery/バシレイオン琉球-プール脇4/,5,55,9.09%,39.95
https://aim-universe.co.jp/search/id15604/,5,51,9.80%,20.88
https://aim-universe.co.jp/lp/houses/165_0032_1_01/after_service.html,5,48,10.42%,24.15
https://aim-universe.co.jp/lp/houses/904_2172_1_01/concept.html,5,44,11.36%,16.00
https://aim-universe.co.jp/search/id16670/,5,43,11.63%,18.49
https://aim-universe.co.jp/lp/houses/190_0013_1_03/index.html,5,32,15.62%,10.91
https://aim-universe.co.jp/newsblog/9600/,5,32,15.62%,24.69
https://aim-universe.co.jp/search/id16005/,5,29,17.24%,9.66
https://aim-universe.co.jp/lp/houses/336_0042_642_01/index.html,5,23,21.74%,8.22
https://aim-universe.co.jp/newsblog/11749/,4,740,0.54%,42.74
https://aim-universe.co.jp/andresortlife/2021/02/16/「シンプルモダン」な屋上テラスに。クールで洗/,4,598,0.67%,24.90
https://aim-universe.co.jp/andresortlife/2020/11/13/『苔』で屋上ガーデニングの世界観を深めよう/,4,552,0.72%,33.84
https://aim-universe.co.jp/andresortlife/2021/03/20/子どもと暮らすお部屋づくり「楽しい子ども部屋/,4,495,0.81%,45.45
https://aim-universe.co.jp/andresortlife/category/interior/,4,366,1.09%,28.16
https://aim-universe.co.jp/blog/,4,333,1.20%,12.72
https://aim-universe.co.jp/privacypolicy/,4,297,1.35%,10.57
https://aim-universe.co.jp/lp/houses/181_0014_4_06/company.html,4,257,1.56%,31.40
https://aim-universe.co.jp/lp/houses/114_0001_3_01/company.html,4,252,1.59%,10.79
https://aim-universe.co.jp/lp/houses/156_0054_1_04/company.html,4,251,1.59%,23.57
https://aim-universe.co.jp/andresortlife/category/space_utilization/,4,237,1.69%,10.63
https://aim-universe.co.jp/lp/houses/274_0063_8_02/,4,214,1.87%,28.46
https://aim-universe.co.jp/lp/houses/165_0032_1_01/index.html,4,213,1.88%,23.13
https://aim-universe.co.jp/lp/houses/152_0013_2_01/company.html,4,204,1.96%,30.49
https://aim-universe.co.jp/lp/houses/156_0054_1_04/concept.html,4,193,2.07%,28.00
https://aim-universe.co.jp/lp/houses/333_0842_4_08/concept.html,4,167,2.40%,20.02
https://aim-universe.co.jp/lp/houses/338_0816_1_01/concept.html,4,166,2.41%,26.69
https://aim-universe.co.jp/andresortlife/2020/10/05/子どもと暮らすお部屋づくり「収納編」/,4,165,2.42%,35.72
https://aim-universe.co.jp/lp/houses/167_0031_3_02/concept.html,4,158,2.53%,22.10
https://aim-universe.co.jp/andresortlife/2021/07/02/「ワークスペース」を屋上に。屋上テラスで仕事/,4,126,3.17%,23.92
https://aim-universe.co.jp/lp/houses/201_0013_3_01/concept.html,4,108,3.70%,33.83
https://aim-universe.co.jp/lp/houses/120_0022_1_01/,4,103,3.88%,6.29
https://aim-universe.co.jp/search/page/2/?pull=pickup,4,88,4.55%,12.80
https://aim-universe.co.jp/search/id16175/,4,86,4.65%,20.43
https://aim-universe.co.jp/newsblog/,4,85,4.71%,16.65
https://aim-universe.co.jp/lp/houses/166_0001_6_03/,4,82,4.88%,29.43
https://aim-universe.co.jp/newsblog/11782/,4,76,5.26%,26.75
https://aim-universe.co.jp/lp/houses/272_0825_2_03/index.html,4,70,5.71%,13.93
https://aim-universe.co.jp/lp/houses/332_0027_2_10/concept.html,4,65,6.15%,27.37
https://aim-universe.co.jp/andresortlife/2021/05/22/子供と楽しむスペシャルメニュー。家族で作ろう/,4,57,7.02%,27.18
https://aim-universe.co.jp/lp/houses/330_0072_4_01/concept.html,4,45,8.89%,15.02
https://aim-universe.co.jp/lp/houses/177_0042_6_01/concept.html,4,41,9.76%,15.83
https://aim-universe.co.jp/lp/houses/174_0043_3_01/index.html,4,36,11.11%,22.92
https://aim-universe.co.jp/search/id13032/,4,33,12.12%,8.67
https://aim-universe.co.jp/search/id15941/,4,21,19.05%,14.52
https://aim-universe.co.jp/lp/houses/332_0023_4_03/,4,21,19.05%,31.38
https://aim-universe.co.jp/lp/houses/185_0035_4_02/index.html,4,11,36.36%,3.00
https://aim-universe.co.jp/search/id15025/,4,11,36.36%,4.55
https://aim-universe.co.jp/andresortlife/2020/11/09/深まる秋。旬の食材で楽しむ屋上ライフ/,3,1474,0.20%,35.72
https://www.aim-universe.co.jp/lp/concept/property.html?argument=VhD4FQ1G&dmai=tw_lp_property,3,1073,0.28%,6.58
https://aim-universe.co.jp/wpuni/wp-content/themes/aim_universe/common/img/company/sponsoreship/message/msg10-web.pdf,3,804,0.37%,25.51
https://aim-universe.co.jp/andresortlife/2021/01/19/屋上スペースで太陽光発電！停電時に使える？/,3,615,0.49%,57.13
https://aim-universe.co.jp/search/id7630/attachment/id0/,3,261,1.15%,14.08
https://aim-universe.co.jp/andresortlife/2021/06/08/屋上テラスで屋外瞑想を始めよう。外だからこそ/,3,221,1.36%,43.61
https://aim-universe.co.jp/lp/houses/168_0074_1_02/company.html,3,186,1.61%,31.39
https://aim-universe.co.jp/lp/houses/215_0018_6_01/after_service.html,3,138,2.17%,27.45
https://aim-universe.co.jp/andresortlife/2021/06/03/みんながおすすめするエコカラットって実際どう/,3,119,2.52%,52.92
https://aim-universe.co.jp/lp/houses/142_0043_2_01/concept.html,3,114,2.63%,33.80
https://aim-universe.co.jp/lp/concept/property.html,3,112,2.68%,6.54
https://aim-universe.co.jp/newsblog/9529/,3,108,2.78%,42.32
https://aim-universe.co.jp/search/id15857/,3,107,2.80%,32.18
https://aim-universe.co.jp/lp/houses/158_0095_5_04/,3,105,2.86%,12.58
https://aim-universe.co.jp/search/page/5/,3,102,2.94%,15.46
https://aim-universe.co.jp/interview/id1996/,3,93,3.23%,19.47
https://aim-universe.co.jp/lp/houses/132_0013_1_01/concept.html,3,88,3.41%,9.65
https://aim-universe.co.jp/search_cat/tokyo/page/3/,3,83,3.61%,24.71
https://aim-universe.co.jp/search/page/2/?pull=session,3,79,3.80%,13.65
https://aim-universe.co.jp/lp/houses/123_0861_1_01/concept.html,3,76,3.95%,15.09
https://aim-universe.co.jp/lp/houses/272_0825_2_03/,3,73,4.11%,22.71
https://aim-universe.co.jp/lp/houses/274_0072_5_01/,3,71,4.23%,17.52
https://aim-universe.co.jp/search/id16442/,3,69,4.35%,23.97
https://aim-universe.co.jp/search/id15660/,3,69,4.35%,42.19
https://aim-universe.co.jp/lp/houses/334_0063_1_05/index.html,3,60,5.00%,14.93
https://aim-universe.co.jp/lp/houses/189_0012_4_01/index.html,3,60,5.00%,31.90
https://aim-universe.co.jp/lp/houses/176_0021_3_03/,3,57,5.26%,6.21
https://aim-universe.co.jp/search/id17464/,3,53,5.66%,6.45
https://aim-universe.co.jp/search/id16061/,3,53,5.66%,11.85
https://aim-universe.co.jp/lp/houses/167_0034_2_04/company.html,3,51,5.88%,9.69
https://aim-universe.co.jp/lp/houses/274_0807_4_02/concept.html,3,46,6.52%,11.93
https://aim-universe.co.jp/lp/houses/167_0052_3_06/index.html,3,45,6.67%,16.87
https://aim-universe.co.jp/lp/houses/272_0834_4_02/?gclid=EAIaIQobChMIqYjc7YSs6gIVEQe8Ch0kzABzEAEYASAAEgIR1PD_BwE,3,43,6.98%,8.74
https://aim-universe.co.jp/lp/houses/114_0001_3_01/concept.html,3,43,6.98%,23.47
https://aim-universe.co.jp/search_cat/chiba/page/3/,3,37,8.11%,5.70
https://aim-universe.co.jp/lp/houses/120_0047_1_01/,3,37,8.11%,25.03
https://aim-universe.co.jp/lp/houses/134_0081_1_02/concept.html,3,36,8.33%,12.97
https://aim-universe.co.jp/lp/houses/904_2155_3_01/company.html,3,33,9.09%,22.88
https://aim-universe.co.jp/lp/houses/120_0047_1_01/concept.html,3,26,11.54%,32.31
https://aim-universe.co.jp/lp/houses/178_0061_2_05/,3,24,12.50%,30.58
https://www.aim-universe.co.jp/lp/houses/272_0834_4_02/concept.html,3,23,13.04%,10.09
https://aim-universe.co.jp/lp/houses/334_0001_1_06/index.html,3,22,13.64%,8.64
https://aim-universe.co.jp/search/id13858/,3,22,13.64%,9.64
https://aim-universe.co.jp/lp/houses/167_0031_3_02/company.html,3,17,17.65%,5.59
https://aim-universe.co.jp/newsblog/13600/,3,15,20.00%,40.87
https://aim-universe.co.jp/lp/houses/334_0056_786_01/company.html,3,14,21.43%,12.21
https://aim-universe.co.jp/lp/houses/334_0063_1_05/concept.html,3,12,25.00%,6.25
https://aim-universe.co.jp/lp/houses/190_0003_4_02/after_service.html,3,8,37.50%,3.12
https://aim-universe.co.jp/company/iso/,2,853,0.23%,44.98
https://aim-universe.co.jp/andresortlife/2021/05/08/自宅の屋上にグリーンを！人工芝は自分で張れる/,2,647,0.31%,51.57
https://aim-universe.co.jp/event/id13003/,2,492,0.41%,40.01
https://aim-universe.co.jp/andresortlife/category/ビニールプール/,2,364,0.55%,38.50
https://aim-universe.co.jp/search/id15008/attachment/id0/,2,351,0.57%,12.00
https://aim-universe.co.jp/lp/houses/142_0043_2_01/,2,338,0.59%,37.49
https://aim-universe.co.jp/search/id15413/,2,302,0.66%,49.99
"https://aim-universe.co.jp/andresortlife/2021/06/01/壁掛けテレビっておしゃれだけど、注意すること/",2,268,0.75%,52.00
https://aim-universe.co.jp/lp/houses/277_0074_1_01/concept.html,2,236,0.85%,18.20
https://aim-universe.co.jp/search/id13297/attachment/id0/,2,221,0.90%,17.62
https://aim-universe.co.jp/lp/houses/334_0001_1_04/concept.html,2,219,0.91%,16.92
https://aim-universe.co.jp/andresortlife/2021/02/24/「ホワイトインテリア」でお部屋を明るく。寒々/,2,209,0.96%,41.40
https://aim-universe.co.jp/andresortlife/2021/03/31/子どもと暮らすお部屋づくり：「学習デスクまわ/,2,204,0.98%,39.16
https://aim-universe.co.jp/search/id10836/attachment/id0/,2,196,1.02%,24.18
https://aim-universe.co.jp/event/id196/id3308/,2,191,1.05%,26.74
https://aim-universe.co.jp/lp/houses/334_0001_1_04/after_service.html,2,182,1.10%,40.48
https://aim-universe.co.jp/lp/houses/125_0041_5_04/company.html,2,172,1.16%,25.05
https://aim-universe.co.jp/lp/houses/146_0084_1_02/concept.html,2,172,1.16%,34.87
https://aim-universe.co.jp/search/page/3/,2,158,1.27%,14.12
https://aim-universe.co.jp/lp/houses/187_0025_2_01/concept.html,2,158,1.27%,26.85
https://aim-universe.co.jp/andresortlife/2020/11/15/子どもと暮らすお部屋づくり。インテリアになじ/,2,154,1.30%,47.75
https://aim-universe.co.jp/lp/houses/166_0001_6_03/concept.html,2,133,1.50%,21.20
https://aim-universe.co.jp/search/id13988/attachment/id0/,2,122,1.64%,9.68
https://aim-universe.co.jp/lp/houses/158_0095_5_05/company.html,2,119,1.68%,58.50
https://aim-universe.co.jp/andresortlife/category/space_utilization/hobby/page/2/,2,108,1.85%,20.57
https://aim-universe.co.jp/andresortlife/category/space_utilization/hobby/,2,96,2.08%,11.40
https://aim-universe.co.jp/lp/houses/164_0003_2_02/,2,92,2.17%,33.35
https://aim-universe.co.jp/newsblog/4262/,2,92,2.17%,49.08
https://aim-universe.co.jp/search/id12198/,2,88,2.27%,24.85
https://aim-universe.co.jp/lp/houses/124_0011_3_01/concept.html,2,86,2.33%,23.51
https://aim-universe.co.jp/id0/,2,85,2.35%,23.88
https://aim-universe.co.jp/andresortlife/2021/05/09/屋上テラス付き住宅をたくさん活用できる地域は/,2,82,2.44%,34.37
https://aim-universe.co.jp/lp/houses/158_0095_5_04/company.html,2,76,2.63%,65.28
https://aim-universe.co.jp/gallery/id6391/,2,72,2.78%,53.92
https://aim-universe.co.jp/lp/houses/333_0811_4_02/concept.html,2,62,3.23%,16.37
https://aim-universe.co.jp/gallery/id14571/,2,60,3.33%,67.73
https://aim-universe.co.jp/lp/houses/167_0042_4_05/company.html,2,55,3.64%,13.84
https://aim-universe.co.jp/lp/houses/332_0027_1_09/,2,51,3.92%,31.02
https://aim-universe.co.jp/lp/houses/120_0047_1_01/company.html,2,50,4.00%,17.72
https://aim-universe.co.jp/newsblog/11807/,2,49,4.08%,15.06
https://aim-universe.co.jp/newsblog/10582/,2,48,4.17%,20.10
https://aim-universe.co.jp/lp/houses/215_0018_6_01/concept.html,2,48,4.17%,27.02
https://aim-universe.co.jp/newsblog/10553/,2,47,4.26%,16.94
https://aim-universe.co.jp/search_cat/chiba/page/2/,2,44,4.55%,9.68
https://aim-universe.co.jp/lp/houses/189_0003_5_02/company.html,2,43,4.65%,11.93
https://aim-universe.co.jp/search/id14982/,2,43,4.65%,23.86
https://aim-universe.co.jp/lp/houses/158_0095_5_05/concept.html,2,43,4.65%,26.93
https://aim-universe.co.jp/lp/houses/165_0032_1_01/,2,41,4.88%,23.37
https://aim-universe.co.jp/lp/houses/902_0064_3_01/concept.html,2,40,5.00%,6.05
https://aim-universe.co.jp/lp/houses/176_0013_2_03/company.html,2,38,5.26%,13.34
https://aim-universe.co.jp/newsblog/3685/,2,37,5.41%,27.54
https://aim-universe.co.jp/lp/houses/274_0813_3_01/concept.html,2,36,5.56%,13.14
https://aim-universe.co.jp/lp/houses/170_0005_2_02/company.html,2,35,5.71%,25.63
https://aim-universe.co.jp/interview/interview11/,2,33,6.06%,12.45
https://aim-universe.co.jp/lp/houses/168_0081_5_03/company.html,2,32,6.25%,16.38
https://aim-universe.co.jp/lp/houses/133_0065_4_02/company.html,2,31,6.45%,6.55
https://aim-universe.co.jp/lp/houses/176_0013_2_03/,2,30,6.67%,24.50
https://aim-universe.co.jp/newsblog/11434/,2,29,6.90%,31.86
https://aim-universe.co.jp/lp/houses/125_0042_3_05/index.html,2,28,7.14%,4.79
https://aim-universe.co.jp/gallery/バシレイオン琉球-リビング1/,2,27,7.41%,8.78
https://aim-universe.co.jp/lp/houses/362_0014_5_01/concept.html,2,27,7.41%,23.00
https://aim-universe.co.jp/newsblog/9629/,2,27,7.41%,30.44
https://aim-universe.co.jp/lp/houses/203_0031_4_02/,2,27,7.41%,30.93
https://aim-universe.co.jp/newsblog/6518/,2,25,8.00%,18.84
https://aim-universe.co.jp/search/id16769/,2,24,8.33%,24.50
https://aim-universe.co.jp/lp/houses/332_0027_1_06/concept.html,2,23,8.70%,18.26
https://aim-universe.co.jp/lp/houses/187_0025_2_01/after_service.html,2,22,9.09%,10.55
https://aim-universe.co.jp/search/id14857/,2,22,9.09%,16.41
http://estate.aim-universe.co.jp/sale_subdivision_kodate_segments/108/detail,2,22,9.09%,31.64
https://aim-universe.co.jp/lp/houses/332_0023_4_03/company.html,2,20,10.00%,17.60
https://aim-universe.co.jp/lp/houses/189_0003_5_02/,2,19,10.53%,34.42
https://aim-universe.co.jp/gallery/id1900/,2,19,10.53%,38.74
https://aim-universe.co.jp/lp/houses/190_0003_4_02/index.html,2,18,11.11%,10.00
https://aim-universe.co.jp/lp/houses/186_0002_4_01/concept.html,2,17,11.76%,12.35
https://aim-universe.co.jp/search/id16109/,2,15,13.33%,10.20
https://aim-universe.co.jp/search/id16817/,2,15,13.33%,13.47
https://aim-universe.co.jp/andresortlife/category/space_utilization/page/3/,2,13,15.38%,13.54
https://aim-universe.co.jp/lp/houses/336_0026_8_03/index.html,2,13,15.38%,15.15
https://aim-universe.co.jp/gallery/バシレイオン-屋上テラス7/,2,12,16.67%,2.75
https://aim-universe.co.jp/lp/houses/273_0046_2_01/,2,12,16.67%,21.83
https://aim-universe.co.jp/lp/houses/175_0045_2_02/after_service.html,2,11,18.18%,5.09
https://aim-universe.co.jp/search/id17406/,2,11,18.18%,23.55
https://aim-universe.co.jp/gallery/id2744/,2,9,22.22%,68.44
https://aim-universe.co.jp/lp/houses/190_0003_4_02/company.html,2,6,33.33%,3.17
https://aim-universe.co.jp/lp/houses/904_2172_1_01/after_service.html,2,6,33.33%,4.33
https://aim-universe.co.jp/lp/houses/274_0807_2_03/concept.html,2,5,40.00%,8.00
http://estate.aim-universe.co.jp/sale_subdivision_kodate_segments/116/detail,2,4,50.00%,2.75
https://aim-universe.co.jp/lp/houses/362_0014_5_01/index.html,2,4,50.00%,10.50
http://estate.aim-universe.co.jp/sale_subdivision_kodate_segments/91/part,2,4,50.00%,83.75
https://aim-universe.co.jp/voice/v_detail_001.html,1,815,0.12%,11.51
https://aim-universe.co.jp/andresortlife/2021/03/08/寒いからこそ美味しい！屋上テラスで熱いお酒を/,1,434,0.23%,32.55
https://aim-universe.co.jp/lp/houses/901_0361_1_01/index.html,1,428,0.23%,29.24
https://aim-universe.co.jp/event/,1,401,0.25%,29.36
https://aim-universe.co.jp/search/id14982/attachment/id0/,1,335,0.30%,13.98
https://aim-universe.co.jp/search/?pull=session,1,324,0.31%,34.90
https://aim-universe.co.jp/andresortlife/2020/10/26/今年のハロウィンは屋上テラスで/,1,321,0.31%,40.64
https://aim-universe.co.jp/search/id12506/attachment/id0/,1,306,0.33%,18.15
https://aim-universe.co.jp/newsblog/4292/,1,277,0.36%,54.34
https://aim-universe.co.jp/lp/houses/206_0001_1_01/company.html,1,252,0.40%,27.80
https://aim-universe.co.jp/andresortlife/2021/05/03/家族で並走サイクリングが叶う屋上テラスの活用/,1,242,0.41%,63.17
https://aim-universe.co.jp/voice/v_detail_004.html,1,236,0.42%,32.32
https://aim-universe.co.jp/search/id14994/attachment/id0/,1,228,0.44%,18.18
https://aim-universe.co.jp/lp/houses/272_0825_1_02/concept.html,1,219,0.46%,13.11
https://aim-universe.co.jp/event/id9620/,1,217,0.46%,13.37
https://aim-universe.co.jp/lp/houses/152_0013_2_01/after_service.html,1,200,0.50%,41.41
https://aim-universe.co.jp/search/id15413/attachment/id0/,1,199,0.50%,16.28
https://aim-universe.co.jp/lp/houses/201_0013_3_01/,1,199,0.50%,36.08
"https://aim-universe.co.jp/andresortlife/2020/08/21/「屋上テラスxガーデニング」始める前に、知っ/",1,191,0.52%,30.91
https://aim-universe.co.jp/newsblog/8562/,1,187,0.53%,11.32
https://aim-universe.co.jp/search/id16938/,1,184,0.54%,8.04
https://aim-universe.co.jp/search/id13072/attachment/id0/,1,178,0.56%,18.67
https://aim-universe.co.jp/andresortlife/2021/06/28/子供と一緒に屋台気分！アウトドアグッズで楽し/,1,178,0.56%,48.29
https://aim-universe.co.jp/search/id15660/attachment/id0/,1,173,0.58%,14.01
https://aim-universe.co.jp/lp/houses/274_0063_8_01/concept.html,1,169,0.59%,13.86
https://aim-universe.co.jp/lp/houses/158_0095_5_05/,1,167,0.60%,32.69
https://aim-universe.co.jp/andresortlife/author/naomi-spring/page/2/,1,151,0.66%,55.83
https://aim-universe.co.jp/andresortlife/2020/12/06/おうちで楽しむフェスティブシーズン/,1,148,0.68%,32.06
https://aim-universe.co.jp/lp/houses/146_0084_1_02/company.html,1,144,0.69%,17.53
https://aim-universe.co.jp/andresortlife/category/space_utilization/roof_interior/,1,143,0.70%,14.71
https://aim-universe.co.jp/lp/houses/176_0001_2_02/company.html,1,127,0.79%,22.67
"https://aim-universe.co.jp/andresortlife/2021/01/13/目が届く、シンプルなインテリアがポイント！子/",1,122,0.82%,28.12
https://aim-universe.co.jp/andresortlife/2021/06/19/「屋上テラス」の春～初夏の楽しみ方。リラック/,1,118,0.85%,58.11
https://aim-universe.co.jp/lp/houses/274_0814_6_02/,1,115,0.87%,14.92
https://aim-universe.co.jp/lp/houses/186_0002_4_01/company.html,1,115,0.87%,45.69
https://aim-universe.co.jp/lp/houses/275_0004_5_01/concept.html,1,112,0.89%,18.71
https://aim-universe.co.jp/lp/houses/333_0834_5_03/company.html,1,112,0.89%,25.51
https://aim-universe.co.jp/lp/houses/164_0003_2_02/company.html,1,109,0.92%,26.60
https://aim-universe.co.jp/andresortlife/category/屋上一戸建て/,1,108,0.93%,25.49
https://aim-universe.co.jp/lp/houses/334_0001_1_04/company.html,1,105,0.95%,10.79
https://aim-universe.co.jp/search/id14973/,1,101,0.99%,9.47
https://aim-universe.co.jp/newsblog/9966/,1,101,0.99%,73.45
https://aim-universe.co.jp/newsblog/5992/,1,98,1.02%,9.72
https://aim-universe.co.jp/lp/houses/332_0027_1_09/index.html,1,96,1.04%,26.43
https://aim-universe.co.jp/news/,1,95,1.05%,13.76
https://aim-universe.co.jp/lp/houses/343_0846_4_01/concept.html,1,88,1.14%,22.43
https://aim-universe.co.jp/gallery/id6367/,1,84,1.19%,28.14
https://aim-universe.co.jp/lp/houses/262_0045_2_01/concept.html,1,83,1.20%,26.23
https://aim-universe.co.jp/newsblog/6695/,1,80,1.25%,12.96
https://aim-universe.co.jp/lp/houses/131_0032_5_01/company.html,1,77,1.30%,24.03
https://aim-universe.co.jp/newsblog/13984/,1,77,1.30%,37.00
https://aim-universe.co.jp/lp/houses/152_0013_2_01/concept.html,1,76,1.32%,51.21
https://aim-universe.co.jp/search/page/3/?pull=pickup,1,74,1.35%,11.01
https://aim-universe.co.jp/andresortlife/2021/02/26/お家レストラン開店！非日常時間を楽しむ簡単お/,1,74,1.35%,27.69
https://aim-universe.co.jp/gallery/id14541/,1,72,1.39%,68.69
https://aim-universe.co.jp/eventreservation/,1,71,1.41%,6.20
https://aim-universe.co.jp/andresortlife/category/maintenance/page/2/,1,70,1.43%,38.21
https://aim-universe.co.jp/lp/houses/153_0041_1_01/,1,69,1.45%,34.29
https://aim-universe.co.jp/lp/houses/125_0041_5_04/concept.html,1,67,1.49%,18.88
https://aim-universe.co.jp/andresortlife/category/space_utilization/rooftop_greening/,1,65,1.54%,14.77
https://aim-universe.co.jp/search/page/4/,1,64,1.56%,20.12
https://aim-universe.co.jp/lp/houses/215_0018_6_01/company.html,1,63,1.59%,34.41
https://aim-universe.co.jp/lp/houses/155_0031_4_01/concept.html,1,62,1.61%,18.55
https://aim-universe.co.jp/lp/houses/166_0001_6_03/after_service.html,1,62,1.61%,19.40
